"ID","Eligible","Exclude_reason","ID_P","ID_subgroup","ID_iv","ID_dv","ID_report","ID_Wave","Authors","AUTHO0","AUTHO1","Pub_Year","Title","Journal","Doi","Pub_type","Design","Waves","Age_measure","Age_m_iv","Age_sd_iv","Age_m_dv","Age_sd_dv","male","N","N_m","N_f","SES","SES0","Country","P_Instrument","P_INS0","P_OBS","P_PR","P_SPR","P_CR","P_MIX","P_Inv","P_pos","P_Neg","P_Inc","P_War","P_Acc","P_Sen","P_Sup","P_Mon_poor","P_Mon","P_dir","P_Dem","P_Aut","P_prot","P_Con","P_Str_Con","P_B_Con","P_P_Con","P_Pun","P_Dis_indu","P_C_Dis","P_I_Dis","P_Hos","P_cor_pun","P_har","P_Rej","PB_instrument","PB_OBS","PB_PR","PB_PR_WHOM","PB_CR","PB_TR","PB_FR","PB_MIX","PB_PB","PB_toM","PB_toF","PB_toFR","PB_toFAM","PB_toSTR","PB_Alt","PB_Emp","PB_Sym","PB_com","PB_coop","PB_sha","M_IV","M_IV_SD","M_DV","M_DV_SD","R","R_m_f","B","id_merge","R_f","R_m_f_check"
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to fam                                                                                           ","PR1-PR1                                                                                             ","1 op 1                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Ja",NA,"Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.6,0.83,0.29,NA,NA,"38__autonomy_PBtofam_PR1-PR1_1op1",0.26,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to fam                                                                                           ","PR1-PR3                                                                                             ","1 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Ja",NA,"Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.5,0.91,0.22,NA,NA,"38__autonomy_PBtofam_PR1-PR3_1op3",0.19,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to fam                                                                                           ","PR2-PR3                                                                                             ","2 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",15.29,NA,17.28,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Ja",NA,"Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.89,3.5,0.91,0.28,NA,NA,"38__autonomy_PBtofam_PR2-PR3_2op3",0.22,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","CR1-CR1                                                                                             ","1 op 1                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.8,0.64,3.1,0.74,0.11,NA,NA,"38__autonomy_PBtostr_CR1-CR1_1op1",0.08,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","CR1-CR3                                                                                             ","1 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.8,0.64,3.6,0.75,0.06,NA,NA,"38__autonomy_PBtostr_CR1-CR3_1op3",0.02,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","CR2-CR3                                                                                             ","2 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",15.29,NA,17.28,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.8,0.66,3.6,0.75,0.09,NA,NA,"38__autonomy_PBtostr_CR2-CR3_2op3",0.06,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR1-CR1                                                                                             ","1 op 1                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","cross",1,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.1,0.74,0.41,NA,NA,"38__autonomy_PBtostr_PR1-CR1_1op1",0.36,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR1-CR3                                                                                             ","1 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",13.32,NA,13.32,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.88,3.6,0.75,0.28,NA,NA,"38__autonomy_PBtostr_PR1-CR3_1op3",0.21,NA
38,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to str                                                                                           ","PR2-CR3                                                                                             ","2 op 3                                                                                              ","Padilla-Walker, L. M., & Son, D.                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2018,"Longitudinal associations among routine disclosure, the parent–child relationship, and adolescents’ prosocial and delinquent behaviors                                                                                                                     ","Journal of Social and Personal Relationships                                                                                                                                                                                                                   ","10.1177/0265407518773900                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",15.29,NA,17.28,NA,48,463,NA,NA,"Average income                                                                                                                                                                                                                                                 ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.3,0.89,3.6,0.75,0.25,NA,NA,"38__autonomy_PBtostr_PR2-CR3_2op3",0.28,NA
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","warmth (or responsivity)                                                                            ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",4.28,0.46,3.64,0.61,0.17,0.33,NA,"39__warmth(orresponsivity)_PBtoStr_PR-CR_2-4",0.08,0.33
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","monitoring (regulation)                                                                             ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",4.1,0.58,3.64,0.61,0.18,0.23,NA,"39__monitoring(regulation)_PBtoStr_PR-CR_2-4",0.06,0.23
39,"yes","Overlap sample 36 - 38 - 39                                                                                                                                                                                                                                    ","mother","                                                                                                    ","autonomy                                                                                            ","PB to Str                                                                                           ","PR-CR                                                                                               ","2-4                                                                                                 ","Padilla-Walker, L. M., Day, R. D., Dyer, W. J., & Black, B. C.                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ",2013,"""Keep on keeping on, even when it's hard!"": Predictors and outcomes of adolescent persistence.                                                                                                                                                                 ","Journal of Early Adolescence                                                                                                                                                                                                                                   ","10.1177/0272431612449387                                                                                                                                                                                                                                       ","journal article","longitudinal",2,"Years",12.34,1.06,14.29,1.05,48,325,NA,NA,"percentages income group and percentage bachelor or higher                                                                                                                                                                                                     ","                                                ","US                                                                                                                                                                                                                                                             ","Parenting Styles and Dimensions Questionnaire Short version (PSDQ) (Robinson, Mandleco, Olsen, & Hart, 2001)                                                                                                                                                   ","                                                ","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee",NA,"Kindness and Generosity subscale of Values in Action Inventory of Strengths (Peterson & Seligman, 2004).                                                                                       ","Nee","Nee",NA,"Ja","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Nee","Ja","Nee","Nee","Nee","Nee","Nee","Nee",3.7,0.58,3.64,0.61,0.14,0.27,NA,"39__autonomy_PBtoStr_PR-CR_2-4",0.15,0.27
